,method,score,std,test_points,freq,dpoints,building_id,model,splits
0,baseline,67.87394128862044,9.545054216409643,1752,60,8760,243,RandomForestRegressor,4
1,baseline_cyc,58.75102588322923,17.937387976805915,1752,60,8760,243,RandomForestRegressor,4
2,frac,66.83456757203571,9.76998084591338,1752,60,8760,243,RandomForestRegressor,4
3,frac_cyc,68.76058733684731,7.091206392674235,1752,60,8760,243,RandomForestRegressor,4
4,domain,68.28765051378454,7.273939927696073,1752,60,8760,243,RandomForestRegressor,4
0,baseline,71.29253346843966,9.108887846503954,1752,60,8760,294,LinearRegression,4
1,baseline_cyc,70.96915227945688,8.036121334438501,1752,60,8760,294,LinearRegression,4
2,frac,71.44120265858787,9.059875959431208,1752,60,8760,294,LinearRegression,4
3,frac_cyc,58.38577905092197,27.265259914400538,1752,60,8760,294,LinearRegression,4
4,domain,60.97700042025782,20.34187076350676,1752,60,8760,294,LinearRegression,4
0,baseline,83.41121322655896,6.567758254535422,1752,60,8760,294,RandomForestRegressor,4
1,baseline_cyc,83.25231684939827,6.010007364241245,1752,60,8760,294,RandomForestRegressor,4
2,frac,83.17604440778359,7.184996296959393,1752,60,8760,294,RandomForestRegressor,4
3,frac_cyc,84.45656755208722,3.5670485684238766,1752,60,8760,294,RandomForestRegressor,4
4,domain,84.59757259690899,2.618939935170887,1752,60,8760,294,RandomForestRegressor,4
0,baseline,-163.0151728420117,385.1934441686797,1752,60,8760,280,LinearRegression,4
1,baseline_cyc,-87.34065426096225,264.2482524797618,1752,60,8760,280,LinearRegression,4
2,frac,-143.45388940750388,343.09800865910967,1752,60,8760,280,LinearRegression,4
3,frac_cyc,-143.7128555844785,287.6548113993186,1752,60,8760,280,LinearRegression,4
4,domain,-135.25190926731037,279.82980693715115,1752,60,8760,280,LinearRegression,4
0,baseline,-149.2114233558618,360.57670646751245,1752,60,8760,280,RandomForestRegressor,4
1,baseline_cyc,-136.40930902641074,320.38868458151217,1752,60,8760,280,RandomForestRegressor,4
2,frac,-148.2160859384665,364.5385476811204,1752,60,8760,280,RandomForestRegressor,4
3,frac_cyc,-154.38919566827516,372.6005666955636,1752,60,8760,280,RandomForestRegressor,4
4,domain,-147.98288482809397,371.19856719313304,1752,60,8760,280,RandomForestRegressor,4
0,baseline,83.96032736754566,6.615240261170085,1752,60,8760,281,LinearRegression,4
1,baseline_cyc,81.54389156040004,2.564876081219862,1752,60,8760,281,LinearRegression,4
2,frac,83.97824802814998,6.581507218312274,1752,60,8760,281,LinearRegression,4
3,frac_cyc,76.46401640497903,9.073704382140972,1752,60,8760,281,LinearRegression,4
4,domain,76.504984529764,9.497210398059412,1752,60,8760,281,LinearRegression,4
0,baseline,86.92233556641375,3.052731022575012,1752,60,8760,281,RandomForestRegressor,4
1,baseline_cyc,89.12496530229856,1.5328979581184417,1752,60,8760,281,RandomForestRegressor,4
2,frac,87.15345064325561,3.0045550564450747,1752,60,8760,281,RandomForestRegressor,4
3,frac_cyc,87.51963381801637,2.457920316887971,1752,60,8760,281,RandomForestRegressor,4
4,domain,88.0036557988009,2.5973873445587237,1752,60,8760,281,RandomForestRegressor,4
0,baseline,80.40885655102352,9.48882384916728,1752,60,8760,295,LinearRegression,4
1,baseline_cyc,78.72780990395663,9.438246449762204,1752,60,8760,295,LinearRegression,4
2,frac,83.95876537888338,3.745784144184318,1752,60,8760,295,LinearRegression,4
3,frac_cyc,55.79683262184956,43.199111401678465,1752,60,8760,295,LinearRegression,4
4,domain,56.711706305134925,42.284381898938925,1752,60,8760,295,LinearRegression,4
0,baseline,84.51147190573339,3.3278057679979423,1752,60,8760,295,RandomForestRegressor,4
1,baseline_cyc,84.64221789899895,3.2232058320915895,1752,60,8760,295,RandomForestRegressor,4
2,frac,84.25767923579482,3.4245508169928986,1752,60,8760,295,RandomForestRegressor,4
3,frac_cyc,81.41973871228089,6.171468756080051,1752,60,8760,295,RandomForestRegressor,4
4,domain,80.87212892855445,5.754940625539326,1752,60,8760,295,RandomForestRegressor,4
0,baseline,90.05427129317587,3.106496925410505,1752,60,8760,524,LinearRegression,4
1,baseline_cyc,91.23955604077793,2.083647414297746,1752,60,8760,524,LinearRegression,4
2,frac,90.11310069520599,3.0035612940698795,1752,60,8760,524,LinearRegression,4
3,frac_cyc,88.61244027915284,3.707311563245462,1752,60,8760,524,LinearRegression,4
4,domain,89.18353947449279,2.9847014663930778,1752,60,8760,524,LinearRegression,4
0,baseline,94.36427916294518,1.194700938412776,1752,60,8760,524,RandomForestRegressor,4
1,baseline_cyc,94.07895078390248,1.2735298359789047,1752,60,8760,524,RandomForestRegressor,4
2,frac,94.24543731809705,1.1536434753837281,1752,60,8760,524,RandomForestRegressor,4
3,frac_cyc,94.51341086965905,1.1770411470997397,1752,60,8760,524,RandomForestRegressor,4
4,domain,94.4390073008677,1.0460832399293647,1752,60,8760,524,RandomForestRegressor,4
0,baseline,65.95353187341287,5.103699858319352,1752,60,8760,242,LinearRegression,4
1,baseline_cyc,73.98713808076911,3.259470518148741,1752,60,8760,242,LinearRegression,4
2,frac,63.91739570936278,3.3101691190517593,1752,60,8760,242,LinearRegression,4
3,frac_cyc,55.303974957069414,31.779474313710683,1752,60,8760,242,LinearRegression,4
4,domain,58.14077472489679,28.138830307386893,1752,60,8760,242,LinearRegression,4
0,baseline,86.73371046712779,3.8216616707668574,1752,60,8760,242,RandomForestRegressor,4
1,baseline_cyc,83.13407900148582,3.0772989273814453,1752,60,8760,242,RandomForestRegressor,4
2,frac,86.70949115907699,3.569128728047051,1752,60,8760,242,RandomForestRegressor,4
3,frac_cyc,86.23654806404316,4.4742131838575085,1752,60,8760,242,RandomForestRegressor,4
4,domain,86.66871732788773,4.878085726394961,1752,60,8760,242,RandomForestRegressor,4
0,baseline,82.74300763944127,0.7471152835707782,1752,60,8760,256,LinearRegression,4
1,baseline_cyc,86.2236504637705,1.9132198953840436,1752,60,8760,256,LinearRegression,4
2,frac,82.74619279356247,0.747515731654813,1752,60,8760,256,LinearRegression,4
3,frac_cyc,85.9872684547889,2.322068953162484,1752,60,8760,256,LinearRegression,4
4,domain,86.2882454146418,2.146287159152504,1752,60,8760,256,LinearRegression,4
0,baseline,88.10509259545705,0.37168090802363274,1752,60,8760,256,RandomForestRegressor,4
1,baseline_cyc,87.57418419893182,2.7613118582446115,1752,60,8760,256,RandomForestRegressor,4
2,frac,88.70694752808193,0.6837897856292753,1752,60,8760,256,RandomForestRegressor,4
3,frac_cyc,88.2735697658919,1.5842375128364437,1752,60,8760,256,RandomForestRegressor,4
4,domain,88.22939883051447,1.1972491775419458,1752,60,8760,256,RandomForestRegressor,4
0,baseline,71.20916733172643,10.720660298688848,1752,60,8760,530,LinearRegression,4
1,baseline_cyc,81.15069704898458,5.930658335885781,1752,60,8760,530,LinearRegression,4
2,frac,70.23891525735301,8.644620365648764,1752,60,8760,530,LinearRegression,4
3,frac_cyc,81.58292153598151,6.2533835235806405,1752,60,8760,530,LinearRegression,4
4,domain,79.14368103868568,7.329714260671782,1752,60,8760,530,LinearRegression,4
0,baseline,89.92917843694272,5.675281828204083,1752,60,8760,530,RandomForestRegressor,4
1,baseline_cyc,87.37847314278649,7.215981050566115,1752,60,8760,530,RandomForestRegressor,4
2,frac,90.60361125682648,4.917630388838438,1752,60,8760,530,RandomForestRegressor,4
3,frac_cyc,90.05993757650754,6.302559324323409,1752,60,8760,530,RandomForestRegressor,4
4,domain,89.86119821262203,6.4519264735895785,1752,60,8760,530,RandomForestRegressor,4
0,baseline,96.71560313917897,0.4657639650604636,1752,60,8760,518,LinearRegression,4
1,baseline_cyc,97.07470968073417,0.5608005612704718,1752,60,8760,518,LinearRegression,4
2,frac,96.72972278135782,0.46171190293083514,1752,60,8760,518,LinearRegression,4
3,frac_cyc,96.90314447655992,0.7466105653152522,1752,60,8760,518,LinearRegression,4
4,domain,97.01268031800996,0.7355861408559966,1752,60,8760,518,LinearRegression,4
0,baseline,97.13931708286032,0.2042413305683331,1752,60,8760,518,RandomForestRegressor,4
1,baseline_cyc,97.3814844498289,0.43185456751366974,1752,60,8760,518,RandomForestRegressor,4
2,frac,97.18726036195741,0.1501237918259638,1752,60,8760,518,RandomForestRegressor,4
3,frac_cyc,97.32987274247998,0.3034816736953037,1752,60,8760,518,RandomForestRegressor,4
4,domain,97.41873052859192,0.4075397733241945,1752,60,8760,518,RandomForestRegressor,4
0,baseline,-44.501411058782594,84.98381711481034,1752,60,8760,134,LinearRegression,4
1,baseline_cyc,-102.96995555534284,132.08887680631707,1752,60,8760,134,LinearRegression,4
2,frac,-74.53185260955846,101.7597652269599,1752,60,8760,134,LinearRegression,4
3,frac_cyc,-159.8120574819493,178.37099491901313,1752,60,8760,134,LinearRegression,4
4,domain,-152.06586338589472,171.43834287586625,1752,60,8760,134,LinearRegression,4
0,baseline,-96.25478956262671,224.5678118338629,1752,60,8760,134,RandomForestRegressor,4
1,baseline_cyc,-104.88438210701972,194.88762086563952,1752,60,8760,134,RandomForestRegressor,4
2,frac,-95.21281716878653,217.8375763377124,1752,60,8760,134,RandomForestRegressor,4
3,frac_cyc,-84.23004920199844,202.96661407199787,1752,60,8760,134,RandomForestRegressor,4
4,domain,-86.48422656638695,212.6717951505843,1752,60,8760,134,RandomForestRegressor,4
0,baseline,71.69487866973168,3.701863908359673,1752,60,8760,120,LinearRegression,4
1,baseline_cyc,72.64609480756154,4.447133594533859,1752,60,8760,120,LinearRegression,4
2,frac,71.74620823849838,3.6659533843018077,1752,60,8760,120,LinearRegression,4
3,frac_cyc,73.65747797072302,3.5249849979999692,1752,60,8760,120,LinearRegression,4
4,domain,74.62954776334415,2.115491791943194,1752,60,8760,120,LinearRegression,4
0,baseline,85.20096608425996,3.7902640717134415,1752,60,8760,120,RandomForestRegressor,4
1,baseline_cyc,82.88801013675908,2.2149354764142744,1752,60,8760,120,RandomForestRegressor,4
2,frac,84.93187854168774,3.33896950240437,1752,60,8760,120,RandomForestRegressor,4
3,frac_cyc,85.54998613376533,2.629568709932161,1752,60,8760,120,RandomForestRegressor,4
4,domain,85.34560874291569,3.370323833378456,1752,60,8760,120,RandomForestRegressor,4
0,baseline,86.69452450172817,4.146486555917161,1752,60,8760,108,LinearRegression,4
1,baseline_cyc,88.63806189569534,1.6544007929194233,1752,60,8760,108,LinearRegression,4
2,frac,86.75544756419366,4.056634261390244,1752,60,8760,108,LinearRegression,4
3,frac_cyc,85.5992977447604,4.372958051692306,1752,60,8760,108,LinearRegression,4
4,domain,87.18458377267608,2.147830234788047,1752,60,8760,108,LinearRegression,4
0,baseline,91.42114220499712,1.8185794058289784,1752,60,8760,108,RandomForestRegressor,4
1,baseline_cyc,90.87831644846898,1.4420155723284023,1752,60,8760,108,RandomForestRegressor,4
2,frac,91.20779896343757,2.0804077253916056,1752,60,8760,108,RandomForestRegressor,4
3,frac_cyc,91.28767451402112,1.2280638805604978,1752,60,8760,108,RandomForestRegressor,4
4,domain,91.40366901471299,1.0082342215589886,1752,60,8760,108,RandomForestRegressor,4
0,baseline,90.07845640317136,1.5896759565950112,1756,60,8784,493,LinearRegression,4
1,baseline_cyc,87.68735730940935,5.594651563107737,1756,60,8784,493,LinearRegression,4
2,frac,90.07167315219885,1.6068210429769945,1756,60,8784,493,LinearRegression,4
3,frac_cyc,88.17160813708239,5.237524460722831,1756,60,8784,493,LinearRegression,4
4,domain,88.7615863353261,5.230302616861872,1756,60,8784,493,LinearRegression,4
0,baseline,91.87575109006646,1.1717768144695133,1756,60,8784,493,RandomForestRegressor,4
1,baseline_cyc,90.67044126794163,2.091331029974765,1756,60,8784,493,RandomForestRegressor,4
2,frac,92.01619737864056,0.962159862559373,1756,60,8784,493,RandomForestRegressor,4
3,frac_cyc,91.99568059370476,1.08303687856881,1756,60,8784,493,RandomForestRegressor,4
4,domain,92.50998810117864,0.7399924105926377,1756,60,8784,493,RandomForestRegressor,4
0,baseline,81.70145510695882,0.4952724187202312,1752,60,8760,487,LinearRegression,4
1,baseline_cyc,84.62721255091601,1.6759326213035932,1752,60,8760,487,LinearRegression,4
2,frac,80.7678995508893,1.6276266878672316,1752,60,8760,487,LinearRegression,4
3,frac_cyc,75.92284101958477,18.03519520115528,1752,60,8760,487,LinearRegression,4
4,domain,76.49172253445278,16.798003179930976,1752,60,8760,487,LinearRegression,4
0,baseline,93.90937497251771,1.168088452068606,1752,60,8760,487,RandomForestRegressor,4
1,baseline_cyc,90.1677762195416,0.8221901863457697,1752,60,8760,487,RandomForestRegressor,4
2,frac,93.59295064019275,1.0024026646616808,1752,60,8760,487,RandomForestRegressor,4
3,frac_cyc,93.39350912383632,0.9341516287076005,1752,60,8760,487,RandomForestRegressor,4
4,domain,93.49359085535328,0.8588231409334685,1752,60,8760,487,RandomForestRegressor,4
0,baseline,79.73537263179601,7.111677236788255,1752,60,8760,450,LinearRegression,4
1,baseline_cyc,81.28830931143547,11.818459540340394,1752,60,8760,450,LinearRegression,4
2,frac,79.85123811814557,7.035476903518439,1752,60,8760,450,LinearRegression,4
3,frac_cyc,82.75426718830866,9.67173070771029,1752,60,8760,450,LinearRegression,4
4,domain,80.67855685368173,11.046794802101003,1752,60,8760,450,LinearRegression,4
0,baseline,89.26160790950892,3.176517375792412,1752,60,8760,450,RandomForestRegressor,4
1,baseline_cyc,89.08989750631916,3.306260985562867,1752,60,8760,450,RandomForestRegressor,4
2,frac,88.92879529196827,3.1648212844734185,1752,60,8760,450,RandomForestRegressor,4
3,frac_cyc,87.94261727203718,2.002126284443369,1752,60,8760,450,RandomForestRegressor,4
4,domain,87.87372087606651,2.1705145749843244,1752,60,8760,450,RandomForestRegressor,4
0,baseline,53.47175092377586,19.739732941266436,1752,60,8760,336,LinearRegression,4
1,baseline_cyc,78.48218928476724,6.930569496673644,1752,60,8760,336,LinearRegression,4
2,frac,51.8251819090646,16.98688704912072,1752,60,8760,336,LinearRegression,4
3,frac_cyc,79.55729923629352,7.480684847037142,1752,60,8760,336,LinearRegression,4
4,domain,81.61998581095709,6.5612345033183255,1752,60,8760,336,LinearRegression,4
0,baseline,75.7469022489413,16.66390300806342,1752,60,8760,336,RandomForestRegressor,4
1,baseline_cyc,78.44618214553311,12.302218269191743,1752,60,8760,336,RandomForestRegressor,4
2,frac,77.17772460810357,14.068851255804157,1752,60,8760,336,RandomForestRegressor,4
3,frac_cyc,76.37344585320173,13.509447648018247,1752,60,8760,336,RandomForestRegressor,4
4,domain,77.66916826813684,11.523021160313483,1752,60,8760,336,RandomForestRegressor,4
0,baseline,69.83554335041191,2.5736666286182865,1752,60,8760,322,LinearRegression,4
1,baseline_cyc,69.62685475584091,4.378726576600737,1752,60,8760,322,LinearRegression,4
2,frac,69.9715682232789,2.51173464498507,1752,60,8760,322,LinearRegression,4
3,frac_cyc,61.7397992433083,11.995820397147659,1752,60,8760,322,LinearRegression,4
4,domain,64.3389829172389,7.572839631673213,1752,60,8760,322,LinearRegression,4
0,baseline,77.70122920812443,4.778254732754394,1752,60,8760,322,RandomForestRegressor,4
1,baseline_cyc,71.856322846056,3.923751222204083,1752,60,8760,322,RandomForestRegressor,4
2,frac,77.78031364616271,3.55546596831551,1752,60,8760,322,RandomForestRegressor,4
3,frac_cyc,75.67753833765119,4.377409168856965,1752,60,8760,322,RandomForestRegressor,4
4,domain,75.02590176868713,4.432253766183508,1752,60,8760,322,RandomForestRegressor,4
0,baseline,-540.7732546192872,1040.811116024615,13241,15,66207,38,LinearRegression,4
1,baseline_cyc,-434.64364654776074,879.0355128673008,13241,15,66207,38,LinearRegression,4
2,frac,-484.194733717596,946.7616494635087,13241,15,66207,38,LinearRegression,4
3,frac_cyc,-440.96480549777465,888.7815012964526,13241,15,66207,38,LinearRegression,4
4,domain,-425.96123565151703,862.5221369923636,13241,15,66207,38,LinearRegression,4
0,baseline,-452.0859971331349,927.0648432441903,13241,15,66207,38,RandomForestRegressor,4
1,baseline_cyc,-448.8220994732877,919.0735316976012,13241,15,66207,38,RandomForestRegressor,4
2,frac,-456.59533538345624,934.6571548402278,13241,15,66207,38,RandomForestRegressor,4
3,frac_cyc,-458.8149919180176,937.3524345668011,13241,15,66207,38,RandomForestRegressor,4
4,domain,-459.0942874286025,937.3476345980843,13241,15,66207,38,RandomForestRegressor,4
0,baseline,62.15184577905836,14.606181107932759,1752,60,8760,444,LinearRegression,4
1,baseline_cyc,71.46250729882675,8.952199549769212,1752,60,8760,444,LinearRegression,4
2,frac,62.387676765699396,14.415383921034955,1752,60,8760,444,LinearRegression,4
3,frac_cyc,65.00390791869275,19.41804197186339,1752,60,8760,444,LinearRegression,4
4,domain,62.25108380179275,23.31577449665079,1752,60,8760,444,LinearRegression,4
0,baseline,81.38132139033706,7.98570357149843,1752,60,8760,444,RandomForestRegressor,4
1,baseline_cyc,73.13705588154792,15.587997591750483,1752,60,8760,444,RandomForestRegressor,4
2,frac,79.77160094489071,6.273035338013913,1752,60,8760,444,RandomForestRegressor,4
3,frac_cyc,84.98197170799465,2.6072952708134656,1752,60,8760,444,RandomForestRegressor,4
4,domain,85.09088858740986,2.268972913681279,1752,60,8760,444,RandomForestRegressor,4
0,baseline,77.25129015521082,2.1693825195742296,21057,15,105286,10,LinearRegression,4
1,baseline_cyc,79.04112503985736,1.7786232373094992,21057,15,105286,10,LinearRegression,4
2,frac,77.05245777721197,2.2575963066847997,21057,15,105286,10,LinearRegression,4
3,frac_cyc,79.41106929505676,1.7792149369358585,21057,15,105286,10,LinearRegression,4
4,domain,79.27558810046294,1.5906786389363199,21057,15,105286,10,LinearRegression,4
0,baseline,80.31655676883209,4.28381261190416,21057,15,105286,10,RandomForestRegressor,4
1,baseline_cyc,80.43843617571109,2.748845718199979,21057,15,105286,10,RandomForestRegressor,4
2,frac,80.37722085383008,4.561209701323945,21057,15,105286,10,RandomForestRegressor,4
3,frac_cyc,80.87174784134744,5.4603179966352045,21057,15,105286,10,RandomForestRegressor,4
4,domain,81.19423182068402,4.836033043808065,21057,15,105286,10,RandomForestRegressor,4
0,baseline,67.28933562067337,5.056767991318409,13577,15,67887,9,LinearRegression,4
1,baseline_cyc,68.91315582215991,19.726469039641387,13577,15,67887,9,LinearRegression,4
2,frac,71.6196754648502,4.727480926016972,13577,15,67887,9,LinearRegression,4
3,frac_cyc,64.46341137873557,27.91243066307289,13577,15,67887,9,LinearRegression,4
4,domain,64.98011104212517,26.873029582096486,13577,15,67887,9,LinearRegression,4
0,baseline,80.91450462795393,4.545764904422919,13577,15,67887,9,RandomForestRegressor,4
1,baseline_cyc,77.01333549809348,6.060008022764397,13577,15,67887,9,RandomForestRegressor,4
2,frac,79.93231483323038,3.3364521382799994,13577,15,67887,9,RandomForestRegressor,4
3,frac_cyc,79.86179272206401,3.4920194409884804,13577,15,67887,9,RandomForestRegressor,4
4,domain,79.60357515198599,3.7521038252518317,13577,15,67887,9,RandomForestRegressor,4
0,baseline,90.62473296672474,1.0539779441115635,1752,60,8760,478,LinearRegression,4
1,baseline_cyc,93.05873102002529,1.1296846962426241,1752,60,8760,478,LinearRegression,4
2,frac,90.62938254075931,1.0415776601026112,1752,60,8760,478,LinearRegression,4
3,frac_cyc,93.36948125429963,1.0242790546560436,1752,60,8760,478,LinearRegression,4
4,domain,93.1995767856952,0.4793316856271966,1752,60,8760,478,LinearRegression,4
0,baseline,95.8557617497884,0.5110781267588883,1752,60,8760,478,RandomForestRegressor,4
1,baseline_cyc,95.43199498801059,0.3683902594620361,1752,60,8760,478,RandomForestRegressor,4
2,frac,95.88349637021417,0.43220851261896415,1752,60,8760,478,RandomForestRegressor,4
3,frac_cyc,96.15336874391221,0.4234226716522718,1752,60,8760,478,RandomForestRegressor,4
4,domain,96.04717173321256,0.3154217541327899,1752,60,8760,478,RandomForestRegressor,4
0,baseline,93.36429586238512,1.0561889860189586,1752,60,8760,308,LinearRegression,4
1,baseline_cyc,93.50306814344864,1.4724578040093599,1752,60,8760,308,LinearRegression,4
2,frac,93.40368345876055,1.094563139441182,1752,60,8760,308,LinearRegression,4
3,frac_cyc,91.55880737731906,4.860308008522968,1752,60,8760,308,LinearRegression,4
4,domain,92.09592186599268,3.6556340212303366,1752,60,8760,308,LinearRegression,4
0,baseline,94.87634013582922,0.7136109019637241,1752,60,8760,308,RandomForestRegressor,4
1,baseline_cyc,94.89104727262284,0.5835426574609462,1752,60,8760,308,RandomForestRegressor,4
2,frac,95.17963298597869,0.5256399283279845,1752,60,8760,308,RandomForestRegressor,4
3,frac_cyc,95.51394471015774,0.30327733241273597,1752,60,8760,308,RandomForestRegressor,4
4,domain,95.32694092760472,0.4966324957840061,1752,60,8760,308,RandomForestRegressor,4
0,baseline,71.28949466747136,7.705383110513646,11735,15,58675,12,LinearRegression,4
1,baseline_cyc,70.00044900001727,6.534338694529055,11735,15,58675,12,LinearRegression,4
2,frac,70.79658083261813,5.475037710863941,11735,15,58675,12,LinearRegression,4
3,frac_cyc,68.53721544892174,4.483378340796173,11735,15,58675,12,LinearRegression,4
4,domain,68.67849203602432,4.6013610803904745,11735,15,58675,12,LinearRegression,4
0,baseline,73.87748280401138,8.848907822276146,11735,15,58675,12,RandomForestRegressor,4
1,baseline_cyc,70.49214770280703,6.444656121620849,11735,15,58675,12,RandomForestRegressor,4
2,frac,66.04564753557379,5.631249801370358,11735,15,58675,12,RandomForestRegressor,4
3,frac_cyc,66.66422838366609,6.7011049950118755,11735,15,58675,12,RandomForestRegressor,4
4,domain,66.59708343132382,6.012762047294817,11735,15,58675,12,RandomForestRegressor,4
0,baseline,67.50842808467607,9.204334183496142,1752,60,8760,334,LinearRegression,4
1,baseline_cyc,76.56132803892983,7.662524288109354,1752,60,8760,334,LinearRegression,4
2,frac,67.4762477371546,9.161573485050413,1752,60,8760,334,LinearRegression,4
3,frac_cyc,79.90259881183678,6.611941213877161,1752,60,8760,334,LinearRegression,4
4,domain,79.83462469716551,6.597474294045842,1752,60,8760,334,LinearRegression,4
0,baseline,75.57003226837057,6.689447698789276,1752,60,8760,334,RandomForestRegressor,4
1,baseline_cyc,67.52316754555548,10.389077820511824,1752,60,8760,334,RandomForestRegressor,4
2,frac,69.96181844265043,13.259660007324817,1752,60,8760,334,RandomForestRegressor,4
3,frac_cyc,69.87018253272988,8.91558949289048,1752,60,8760,334,RandomForestRegressor,4
4,domain,68.42789320011086,10.378755091527525,1752,60,8760,334,RandomForestRegressor,4
0,baseline,90.71779476299112,1.8785604213556402,1752,60,8760,452,LinearRegression,4
1,baseline_cyc,91.90372038549773,2.3857653155155605,1752,60,8760,452,LinearRegression,4
2,frac,90.78498288400561,1.7774951464354005,1752,60,8760,452,LinearRegression,4
3,frac_cyc,89.05440673061071,5.722117792261897,1752,60,8760,452,LinearRegression,4
4,domain,88.20782536888782,6.580284702567492,1752,60,8760,452,LinearRegression,4
0,baseline,94.79495725712941,1.5762321549603278,1752,60,8760,452,RandomForestRegressor,4
1,baseline_cyc,95.71085900728455,0.6077011845159013,1752,60,8760,452,RandomForestRegressor,4
2,frac,94.63631420727378,1.6031951983695374,1752,60,8760,452,RandomForestRegressor,4
3,frac_cyc,94.86651399127744,1.7265625849601887,1752,60,8760,452,RandomForestRegressor,4
4,domain,95.20490654982234,1.5177714280555497,1752,60,8760,452,RandomForestRegressor,4
0,baseline,60.845945327373016,11.981754528103844,1752,60,8760,446,LinearRegression,4
1,baseline_cyc,72.23516049874888,7.701087094761799,1752,60,8760,446,LinearRegression,4
2,frac,61.22644208379407,11.519046504491762,1752,60,8760,446,LinearRegression,4
3,frac_cyc,60.06982565305715,16.853665124881704,1752,60,8760,446,LinearRegression,4
4,domain,58.39753068942578,20.50611666547147,1752,60,8760,446,LinearRegression,4
0,baseline,81.89911528993233,7.4613905697330924,1752,60,8760,446,RandomForestRegressor,4
1,baseline_cyc,76.64628840786119,6.861849556065169,1752,60,8760,446,RandomForestRegressor,4
2,frac,80.57891995541752,6.488909005680602,1752,60,8760,446,RandomForestRegressor,4
3,frac_cyc,84.64962085631021,6.5402838723697805,1752,60,8760,446,RandomForestRegressor,4
4,domain,85.60166142134267,7.491876346003898,1752,60,8760,446,RandomForestRegressor,4
0,baseline,87.38835183997062,3.070754878562366,1752,60,8760,320,LinearRegression,4
1,baseline_cyc,90.20829779107501,0.8968224540626614,1752,60,8760,320,LinearRegression,4
2,frac,87.99693954179216,2.2424339235149495,1752,60,8760,320,LinearRegression,4
3,frac_cyc,87.3247900363566,3.949758064142117,1752,60,8760,320,LinearRegression,4
4,domain,85.91141009680015,6.302272305347531,1752,60,8760,320,LinearRegression,4
0,baseline,94.49410647738131,1.0927935792163828,1752,60,8760,320,RandomForestRegressor,4
1,baseline_cyc,92.49512907967065,2.227865209246117,1752,60,8760,320,RandomForestRegressor,4
2,frac,94.16004670578312,1.1245820373581328,1752,60,8760,320,RandomForestRegressor,4
3,frac_cyc,93.85996233752809,1.1412718759238507,1752,60,8760,320,RandomForestRegressor,4
4,domain,93.9358309817955,1.3514815761232892,1752,60,8760,320,RandomForestRegressor,4
0,baseline,78.96907523082807,3.231253884793651,1752,60,8760,491,LinearRegression,4
1,baseline_cyc,72.39787669448332,18.086607269542913,1752,60,8760,491,LinearRegression,4
2,frac,73.88575292610065,5.12574235106067,1752,60,8760,491,LinearRegression,4
3,frac_cyc,77.43451119578486,9.102002277170236,1752,60,8760,491,LinearRegression,4
4,domain,80.49152248702225,5.180718187258962,1752,60,8760,491,LinearRegression,4
0,baseline,81.84433891570406,7.026918495857562,1752,60,8760,491,RandomForestRegressor,4
1,baseline_cyc,76.44702753012496,9.700069247603642,1752,60,8760,491,RandomForestRegressor,4
2,frac,84.61202701250005,5.6551400630582185,1752,60,8760,491,RandomForestRegressor,4
3,frac_cyc,82.22390964563687,8.4037048159701,1752,60,8760,491,RandomForestRegressor,4
4,domain,81.25538487624424,9.512534310865936,1752,60,8760,491,RandomForestRegressor,4
0,baseline,84.0095505001834,3.5237950062703494,1752,60,8760,485,LinearRegression,4
1,baseline_cyc,88.04286024924332,1.5111288654153834,1752,60,8760,485,LinearRegression,4
2,frac,84.09956720806096,3.400899210191169,1752,60,8760,485,LinearRegression,4
3,frac_cyc,84.61193802891313,4.228473753573389,1752,60,8760,485,LinearRegression,4
4,domain,85.95043710552962,1.7904806783842786,1752,60,8760,485,LinearRegression,4
0,baseline,90.50986260357377,1.424451733905338,1752,60,8760,485,RandomForestRegressor,4
1,baseline_cyc,89.30692410853405,0.8779667661706743,1752,60,8760,485,RandomForestRegressor,4
2,frac,90.14843074439499,1.0910273776398616,1752,60,8760,485,RandomForestRegressor,4
3,frac_cyc,90.54360174279694,0.860826175936759,1752,60,8760,485,RandomForestRegressor,4
4,domain,90.56882221630741,0.8243784834902484,1752,60,8760,485,RandomForestRegressor,4
0,baseline,-77.84282018758104,81.5128125481902,1752,60,8760,136,LinearRegression,4
1,baseline_cyc,-239.40002591414603,224.13235687623487,1752,60,8760,136,LinearRegression,4
2,frac,-186.06323169280125,133.8316266434266,1752,60,8760,136,LinearRegression,4
3,frac_cyc,-297.83156663693126,243.42725278466256,1752,60,8760,136,LinearRegression,4
4,domain,-288.9360485152839,236.98328478216243,1752,60,8760,136,LinearRegression,4
0,baseline,-254.56153236270256,402.91617225070115,1752,60,8760,136,RandomForestRegressor,4
1,baseline_cyc,-240.98413462000434,324.2747333126375,1752,60,8760,136,RandomForestRegressor,4
2,frac,-243.97632451023605,401.4824607476046,1752,60,8760,136,RandomForestRegressor,4
3,frac_cyc,-260.47493593295593,421.0613811838273,1752,60,8760,136,RandomForestRegressor,4
4,domain,-250.2949643219687,397.3265181498027,1752,60,8760,136,RandomForestRegressor,4
0,baseline,-15.97645478534817,57.13639389575019,1752,60,8760,122,LinearRegression,4
1,baseline_cyc,-114.29936293371344,139.21059438451184,1752,60,8760,122,LinearRegression,4
